name	cusip	firstyr	gvkey	lastyr	pdpco	pdpseq	begyr	endyr	match
"BEI TECHNOLOGIES INC"	"05538P"	1997	65494	2004	65494	1	1997	2004	1
"CIRCUIT CITY STORES  -CONSOL"	"17299Z"	1962	65499	2002	65499	1	1962	2002	
"NORDIC AMERN TANKER SHPG LTD"	"G65773"	1996	65500	2005	65500	1	1996	2005	
"BELL CANADA INTL INC"	"077914"	1996	65501	2006	65501	1	1996	2006	1
"BEST SOFTWARE INC"	"086579"	1995	65502	1998	65502	1	1995	1998	
"GULF INDONESIA RESOURCES LTD"	"402284"	1996	65503	2001	65503	1	1996	2001	
"RSL COMMUNICATIONS  -CL A"	"G7702U"	1995	65512	1999	65512	1	1995	1999	
"ENGEL GENERAL DEVELOPERS LTD"	"M40515"	1996	65513	2002	65513	1	1996	2002	
"ANNAPOLIS BANCORP INC"	"035848"	1998	65515	2006	65515	1	1998	2006	
"IVEX PACKAGING CORP"	"465855"	1995	65519	2001	65519	1	1995	2001	1
"OMEGA ORTHODONTICS INC"	"681973"	1997	65520	1998	65520	1	1997	1998	
"TRADESTATION GROUP INC"	"89267P"	1995	65521	2006	65521	1	1995	2006	0
"POWER TECHNOLOGY INC"	"73931C"	2001	65525	2005	65525	1	2001	2005	1
"HANOVER CAPITAL MTG HOLDINGS"	"410761"	1998	65526	2006	65526	1	1998	2006	
"HYPERCOM CORP"	"44913M"	1996	65527	2006	65527	1	1996	2006	1
"STRATESEC INC"	"862792"	1995	65530	2002	65530	1	1995	2002	0
"PACIFIC CONTINENTAL CORP"	"69412V"	1999	65532	2006	65532	1	1999	2006	
"COGNICASE INC"	"192423"	1995	65533	2001	65533	1	1995	2001	0
"COMPRESSENT CORP"	"20466R"	1996	65537	1997	65537	1	1996	1997	0
"NET 1 UEPS TECHNOLOGIES INC"	"64107N"	2003	65540	2006	65540	1	2003	2006	
"OREGON TRAIL FINANCIAL CORP"	"685932"	1998	65541	2002	65541	1	1998	2002	
"ACS MOTION CONTROL LTD"	"M01773"	1995	65544	2006	65544	1	1995	2006	
"CAMDEN NATIONAL CORP"	"133034"	1998	65548	2006	65548	1	1998	2006	
"JEVIC TRANSPORTATION"	"47719P"	1995	65549	1998	65549	1	1995	1998	0
"LOGILITY INC"	"54140Y"	1995	65550	2005	65550	1	1995	2005	0
"SCM MICROSYSTEMS INC"	"784018"	1995	65552	2006	65552	1	1995	2006	1
"TRIMERIS INC"	"896263"	1995	65553	2006	65553	1	1995	2006	1
"POWER-ONE INC"	"739308"	1995	65554	2006	65554	1	1995	2006	1
"ANNALY CAPITAL MANAGMENT INC"	"035710"	1997	65556	2006	65556	1	1997	2006	0
"MDI ENTERTAINMENT INC"	"55268S"	1999	65561	2001	65561	1	1999	2001	
"MICROCELL TELECOMMUN  -CL B"	"59501T"	1995	65562	2003	65562	1	1995	2003	
"RENEX CORP"	"759683"	1995	65564	1998	65564	1	1995	1998	0
"A.C. MOORE ARTS & CRAFTS INC"	"00086T"	1995	65569	2006	65569	1	1995	2006	
"AMER ITALIAN PASTA CO  -CL A"	"027070"	1995	65570	2004	65570	1	1995	2004	
"DECOR GROUP INC"	"243592"	1996	65572	1998	65572	1	1996	1998	
"STARTEC GLOBAL COMMUNICTNS"	"85569E"	1995	65574	2000	65574	1	1995	2000	
"PETERSEN COMPANIES  -CL A"	"716335"	1997	65575	1997	65575	1	1997	1997	
"AMB PROPERTY CORP"	"00163T"	1995	65576	2006	65576	1	1995	2006	
"RNETHEALTH INC"	"769695"	1997	65577	2000	65577	1	1997	2000	0
"CORIXA CORP"	"21887F"	1995	65578	2004	65578	1	1995	2004	1
"AEGIS REALTY INC"	"00760P"	1996	65580	2001	65580	1	1996	2001	
"BANCO RIO DE LA PLATA  -ADR"	"059644"	1998	65581	2000	65581	1	1998	2000	
"INTERCORP EXCELLE INC"	"458651"	1995	65585	2000	65585	1	1995	2000	0
"KOFAX IMAGE PRODUCTS INC"	"500200"	1996	65586	1999	65586	1	1996	1999	1
"NATIONAL RESEARCH CORP"	"637372"	1995	65587	2006	65587	1	1995	2006	1
"STONERIDGE INC"	"86183P"	1995	65590	2006	65590	1	1995	2006	1
"TOWER REALTY TRUST INC"	"89185E"	1995	65591	1998	65591	1	1995	1998	
"TRACK N TRAIL INC"	"891924"	1995	65592	2000	65592	1	1995	2000	
"U S A FLORAL PRODUCTS INC"	"90331T"	1998	65593	1999	65593	1	1998	1999	
"SILVER FIELDS RESOURCES INC"	"82771N"	2001	65596	2005	65596	1	2001	2005	
"SPR INC"	"784922"	1996	65604	1999	65604	1	1996	1999	
"RITCHIE BROS AUCTIONEERS INC"	"767744"	1995	65605	2006	65605	1	1995	2006	0
"TIME WARNER ENTMT CO  -LP"	"88731E"	1995	65606	2002	25056	-1			1
"OSI SYSTEMS INC"	"671044"	1996	65607	2006	65607	1	1996	2006	
"C H ROBINSON WORLDWIDE INC"	"12541W"	1995	65609	2006	65609	1	1995	2006	
"MIDDLEBURG FINANCIAL CORP"	"596094"	1998	65610	2006	65610	1	1998	2006	
"LNR PROPERTY CORP"	"501940"	1995	65611	2003	65611	1	1995	2003	
"CHOICE HOTELS INTL INC"	"169905"	1995	65615	2006	65615	1	1995	2006	1
"CENTERLINE HOLDING CO"	"15188T"	1996	65621	2006	65621	1	1996	2006	
"CONCORD COMMUNICATIONS INC"	"206186"	1995	65622	2004	65622	1	1995	2004	
"VLPS LIGHTING SERVICES INTL"	"918261"	1995	65624	2002	65624	1	1995	2002	
"IMPERIAL CR COML MTG INVT CO"	"45272T"	1998	65629	1999	65629	1	1998	1999	
"MAC-GRAY CORP"	"554153"	1995	65630	2006	65630	1	1995	2006	
"MINERA ANDES INC"	"602910"	2004	65631	2006	65631	1	2004	2006	
"N2K INC"	"629427"	1996	65633	1998	65633	1	1996	1998	
"BRAVO BRANDS INC"	"105666"	1999	65637	2006	65637	1	1999	2006	
"INVESTORS REAL ESTATE TRUST"	"461730"	1995	65640	2005	65640	1	1995	2005	
"FAIRCHILD SEMICONDUCTOR INTL"	"303726"	1995	65643	2006	65643	1	1995	2006	1
"NEUTRAL POSTURE ERGONOMICS"	"64125E"	1997	65652	2000	65652	1	1997	2000	1
"PETROGLYPH ENERGY INC"	"71649C"	1996	65653	1999	65653	1	1996	1999	0
"PRIMEWEST ENERGY TRUST"	"741930"	2001	65654	2006	65654	1	2001	2006	0
"ROCK OF AGES CORP  -CL A"	"772632"	1995	65655	2006	65655	1	1995	2006	1
"SUCCESS BANCSHARES INC"	"864578"	1998	65657	2000	65657	1	1998	2000	
"TOYMAX INTERNATIONAL INC"	"892268"	1996	65658	2001	65658	1	1996	2001	
"FIRST ALLIANCE CP/KY"	"317935"	1995	65660	2001	65660	1	1995	2001	
"CHINA MOBILE LTD"	"16941M"	1995	65662	2006	65662	1	1995	2006	
"CARDINAL COMMUNICATIONS INC"	"14148P"	1998	65664	2005	65664	1	1998	2005	
"OAO TECHNOLOGY SOLUTIONS INC"	"67082B"	1995	65665	2002	65665	1	1995	2002	
"ALLERGY RESEARCH GROUP INC"	"01849R"	2000	65666	2006	65666	1	2000	2006	1
"WHITE CAP INDUSTRIES INC"	"963505"	1995	65667	1998	65667	1	1995	1998	1
"AMERIPATH INC"	"03099Z"	1995	65669	2006	65669	1	1995	2006	0
"MEDIABAY INC"	"58446J"	1996	65670	2005	65670	1	1996	2005	0
"DRIL-QUIP INC"	"262037"	1995	65671	2006	65671	1	1995	2006	1
"INNOVATIVE VALVE TECH INC"	"45767J"	1995	65672	1998	65672	1	1995	1998	
"INTERMEC INC"	"458786"	1995	65676	2006	65676	2	1995	2006	1
"ITC DELTACOM INC"	"45031T"	1995	65679	2006	65679	1	1995	2006	0
"PAULA FINANCIAL/DE"	"703588"	1995	65680	2005	65680	1	1995	2005	
"PRIORITY HEALTHCARE CP -CL B"	"74264T"	1995	65681	2004	65681	1	1995	2004	
"TELE-COMM TCI VENTRS  -SER A"	"87924V"	1995	65683	1997	65683	1	1995	1997	0
"EAGLE BROADBAND INC"	"269437"	1999	65686	2006	65686	1	1999	2006	1
"MERCANTILE BANK CORP"	"587376"	1998	65689	2006	65689	1	1998	2006	
"OUTSOURCE INTERNATIONAL INC"	"690131"	1995	65690	2000	65690	1	1995	2000	0
"SENSE TECHNOLOGIES INC"	"816923"	1999	65692	2005	65692	1	1999	2005	1
"TERAGLOBAL COMMUNICATIONS CO"	"880771"	1999	65693	2001	65693	1	1999	2001	0
"REMY INTL INC"	"24699Y"	1997	65697	2005	65697	1	1997	2005	1
"FIRST CANADIAN AMER HLDG CP"	"31940R"	1996	65698	1999	65698	1	1996	1999	
"AMNET MORTGAGE INC"	"03169A"	1997	65700	2004	65700	1	1997	2004	0
"BERINGER WINE EST HLD  -CL B"	"084102"	1996	65701	2000	65701	1	1996	2000	
"CASELLA WASTE SYS INC  -CL A"	"147448"	1995	65702	2006	65702	1	1995	2006	
"COMMONWEALTH BIOTECHNOLOGIES"	"202739"	1995	65703	2006	65703	1	1995	2006	
"MMC NETWORKS INC"	"55308N"	1995	65705	1999	65705	1	1995	1999	1
"ABOVENET INC"	"00374N"	1995	65706	2000	65706	1	1995	2000	
"TROPICAL SPORTSWEAR INTL CP"	"89708P"	1995	65708	2003	65708	1	1995	2003	
"ZYMETX INC"	"989859"	1997	65709	2001	65709	1	1997	2001	1
"ENTERTAINMENT PROPERTIES TR"	"29380T"	1998	65710	2006	65710	1	1998	2006	
"AMF BOWLING INC"	"03113V"	1996	65711	2000	65711	1	1996	2000	1
"CAROLINA BANK HOLDINGS INC"	"143785"	2000	65713	2006	65713	1	2000	2006	
"FAROUDJA INC"	"311643"	1995	65716	1999	65716	1	1995	1999	1
"LADENBURG THALMANN FINL SERV"	"50575Q"	2000	65717	2006	65717	1	2000	2006	
"GROUP 1 AUTOMOTIVE INC"	"398905"	1996	65718	2006	65718	1	1996	2006	
"ORBIT E-COMMERCE INC"	"68555W"	1998	65722	2006	65722	1	1998	2006	
"TRANSCOASTAL MARINE SVCS INC"	"893537"	1995	65724	1999	65724	1	1995	1999	0
"UBICS INC"	"90261L"	1995	65725	2002	65725	1	1995	2002	0
"AVTEAM INC  -CL A"	"054527"	1995	65731	1999	65731	1	1995	1999	0
"CAPITAL SENIOR LIVING CORP"	"140475"	1995	65732	2006	65732	1	1995	2006	
"FIRST SECURITYFED FINL INC"	"336392"	1999	65734	2003	65734	1	1999	2003	0
"INTL MANUFACTURING SVCS INC"	"45985A"	1995	65735	1997	65735	1	1995	1997	
"NOVASTAR FINANCIAL INC"	"669947"	1997	65737	2006	65737	1	1997	2006	
"NOVAMERICAN STEEL INC"	"669959"	1996	65738	2006	65738	1	1996	2006	0
"PERICOM SEMICONDUCTOR CORP"	"713831"	1996	65739	2006	65739	1	1996	2006	1
"CAPTEC NET LEASE REALTY INC"	"140724"	1995	65740	2000	65740	1	1995	2000	
"SONORAN ENERGY INC"	"83568V"	2001	65743	2005	65743	1	2001	2005	0
"SAGA SYSTEMS INC"	"786610"	1995	65748	1999	65748	1	1995	1999	
"HOWMET INTERNATIONAL INC"	"443208"	1995	65749	1999	65749	1	1995	1999	
"HOMELAND SECURITY CAPITAL CP"	"43741Q"	1996	65753	2005	65753	1	1996	2005	
"DENTAL CARE ALLIANCE INC"	"248725"	1996	65755	1998	65755	1	1996	1998	
"1ST CENTENNIAL BANCORP"	"319424"	2001	65758	2006	65758	1	2001	2006	
"SELECT THERAPEUTICS INC"	"816209"	1999	65760	2001	65760	1	1999	2001	
"T & W FINANCIAL CORP"	"87215N"	1995	65761	1998	65761	1	1995	1998	
"BAYARD DRILLING TECHNOLOGIES"	"072700"	1995	65764	1998	65764	1	1995	1998	
"CTI INDUSTRIES CORP"	"125961"	1996	65765	2005	65765	1	1996	2005	1
"EXCEL SWITCHING CORP"	"30067V"	1995	65766	1998	65766	1	1995	1998	1
"INTERNATIONAL AIRCRAFT INVS"	"458860"	1995	65768	2001	65768	1	1995	2001	
"YOUNG INNOVATIONS INC"	"987520"	1995	65771	2006	65771	1	1995	2006	
"METTLER-TOLEDO INTL INC"	"592688"	1996	65772	2006	65772	1	1996	2006	1
"TRAMMELL CROW CO"	"89288R"	1995	65773	2005	65773	1	1995	2005	0
"HOMEUSA INC"	"437881"	1995	65774	1997	65774	1	1995	1997	0
"AMERICAN SKIING CO"	"029654"	1996	65776	2006	65776	1	1996	2006	
"BAY BANCSHARES INC"	"07203N"	1998	65777	1999	65777	1	1998	1999	
"CADILLAC FAIRVIEW CORP"	"126929"	1994	65780	1999	65780	1	1994	1999	
"BIOPROGRESS PLC -ADR"	"090657"	1999	65783	2005	65783	1	1999	2005	1
"LINC CAPITAL INC"	"501942"	1996	65785	1999	65785	1	1996	1999	
"PRECISION AUTO CARE INC"	"74018R"	1996	65787	2006	65787	1	1996	2006	
"SOMNUS MED TECHNOLOGIES INC"	"835397"	1996	65788	2000	65788	1	1996	2000	1
"BARBEQUES GALORE LTD  -ADR"	"067091"	1995	65790	2004	65790	1	1995	2004	
"BRIGHT HORIZONS INC"	"109190"	1996	65791	1998	65275	-1			
"ESAT TELECOM GROUP PLC  -ADR"	"26883Y"	1995	65794	1998	65794	1	1995	1998	
"ENCOMPASS SERVICES CORP"	"29255U"	1997	65795	2001	65795	1	1997	2001	
"METALLURG INC"	"591261"	1998	65799	2004	65799	1	1998	2004	1
"INTEGRITY MUTUAL FUNDS INC"	"45820C"	1999	65800	2006	65800	1	1999	2006	
"RADIOLOGIX INC"	"75040K"	1997	65803	2005	65803	1	1997	2005	0
"SYNDICATED FOOD SERVICE INTL"	"871580"	1999	65805	2002	65805	1	1999	2002	
"RUBICON MINERALS CORP"	"780911"	2001	65808	2005	65808	1	2001	2005	
"CNTV ENTERTAINMENT GROUP INC"	"12617W"	1995	65810	2003	65810	1	1995	2003	
"SONTRA MEDICAL CORP"	"83568W"	1995	65812	2006	65812	1	1995	2006	
"NOVACARE EMPLOYEE SVCS INC"	"66986Q"	1997	65814	1999	65814	1	1997	1999	
"ECOM ECOM.COM INC"	"27889U"	2000	65817	2002	65817	1	2000	2002	0
"ICON HEALTH & FITNESS INC"	"44999V"	1995	65819	2005	65819	1	1995	2005	1
"HYBRID NETWORKS INC"	"44860K"	1995	65825	2001	65825	1	1995	2001	1
"PYR ENERGY CORP"	"693677"	1998	65827	2006	65827	1	1998	2006	
"PRIME GROUP REALTY TRUST"	"74158J"	1995	65829	2004	65829	1	1995	2004	
"SONIC AUTOMOTIVE INC  -CL A"	"83545G"	1996	65831	2006	65831	1	1996	2006	
"SAMARITAN PHARMACEUTICALS"	"79586Q"	2002	65832	2005	65832	1	2002	2005	
"MAX INTERNET COMM INC"	"57771Q"	1999	65833	2000	65833	1	1999	2000	
"BINGHAM FINANCIAL SERVICES"	"090433"	1997	65834	2001	65834	1	1997	2001	
"SENESCO TECHNOLOGIES INC"	"817208"	2000	65838	2006	65838	1	2000	2006	1
"SPORTSLINE.COM INC"	"848934"	1995	65841	2003	65841	1	1995	2003	0
"VIRGIN EXPRESS HOLDINGS -ADR"	"92765K"	1995	65843	2003	65843	1	1995	2003	
"WESTOWER CORP"	"96121E"	1996	65844	1997	65844	1	1996	1997	0
"CHARLES & COLVARD LTD"	"159765"	1996	65850	2006	65850	1	1996	2006	0
"IRI INTERNATIONAL CORP"	"45004F"	1996	65852	1999	65852	1	1996	1999	1
"INTEGRATED BUSINESS SYS &SVC"	"45810X"	1999	65853	2004	65853	1	1999	2004	
"CAMBRIDGE ENERGY CORP"	"13219L"	1999	65856	2002	65856	1	1999	2002	
"POPMAIL.COM INC"	"733167"	1996	65858	2000	65858	1	1996	2000	0
"DENALI INC"	"248221"	1996	65861	2000	65861	1	1996	2000	
"LANDMARK SYSTEM CORP"	"51506S"	1995	65866	2000	65866	1	1995	2000	
"FRANCHISE MTG ACCEPTANCE CO"	"35181D"	1996	65869	1998	65869	1	1996	1998	
"INTERNATIONAL HOME FOODS INC"	"459655"	1995	65870	1999	65870	1	1995	1999	
"PROGENICS PHARMACEUTICAL INC"	"743187"	1995	65872	2006	65872	1	1995	2006	1
"QUERYOBJECT SYSTEMS CORP"	"74833H"	1996	65875	2000	65875	1	1996	2000	0
"NOVADEL PHARMA INC"	"66986X"	1999	65876	2006	65876	1	1999	2006	1
"INFORMATION HWY.COM INC"	"456723"	1999	65877	2000	65877	1	1999	2000	0
"INTERVU INC"	"46114R"	1996	65880	1999	65880	1	1996	1999	1
"NOBLE INTERNATIONAL LTD"	"655053"	1995	65881	2006	65881	1	1995	2006	
"PREVIEW TRAVEL INC"	"74137R"	1995	65882	1998	65882	1	1995	1998	
"SUSSEX BANCORP"	"869245"	1999	65884	2006	65884	1	1999	2006	
"AFFILIATED MANAGERS GRP INC"	"008252"	1995	65886	2006	65886	1	1995	2006	
"APPLIED FILMS CORP"	"038197"	1996	65887	2005	65887	1	1996	2005	
"GENE LOGIC INC"	"368689"	1995	65893	2006	65893	1	1995	2006	1
"HEALTHWORLD CORP"	"42222E"	1997	65894	1998	65894	1	1997	1998	0
"LONG ISLAND FINANCIAL CORP"	"542669"	1998	65895	2004	65895	1	1998	2004	
"OYO GEOSPACE CORP"	"671074"	1996	65896	2006	65896	1	1996	2006	
"ENHERENT CORP"	"293313"	1995	65897	2006	65897	1	1995	2006	0
"REALNETWORKS INC"	"75605L"	1995	65899	2006	65899	1	1995	2006	1
"TELIGENT INC"	"87959Y"	1996	65901	2000	65901	1	1996	2000	1
"APPLIED MICRO CIRCUITS CORP"	"03822W"	1995	65904	2006	65904	1	1995	2006	1
"BIOANALYTICAL SYSTEMS INC"	"09058M"	1996	65905	2006	65905	1	1996	2006	1
"ELECTRIC LIGHTWAVE  -CL A"	"284895"	1995	65907	2001	65907	1	1995	2001	1
"FIBERNET TELECOM GROUP INC"	"315653"	1998	65908	2006	65908	1	1998	2006	
"FREEPORT MCMORAN SULPHUR INC"	"35671R"	1995	65910	1997	65910	1	1995	1997	1
"GAMETECH INTERNATIONAL INC"	"36466D"	1996	65911	2006	65911	1	1996	2006	1
"HOLTS CIGAR HOLDINGS INC"	"436598"	1995	65913	1999	65913	1	1995	1999	0
"LETS TALK CELLULAR &WIRELESS"	"527260"	1996	65914	1998	65914	1	1996	1998	
"MOTOR CARGO INDUSTRIES INC"	"619907"	1996	65915	2000	65915	1	1996	2000	
"PAPER WAREHOUSE INC"	"698941"	1995	65916	2002	65916	1	1995	2002	
"BENCKISER NV"	"N1251N"	1995	65920	1998	65920	1	1995	1998	1
"APEX SILVER MINES LTD"	"G04074"	1996	65921	2006	65921	1	1996	2006	
"ALPHASTAR INSURANCE GRP LTD"	"G02208"	1995	65922	2001	65922	1	1995	2001	0
"BRASS EAGLE INC"	"10553F"	1995	65923	2002	65923	1	1995	2002	1
"LASER MORTGAGE MGT INC"	"51806D"	1998	65927	2000	65927	1	1998	2000	
"MEADOWCRAFT INC"	"583204"	1995	65928	1998	65928	1	1995	1998	1
"INTERLEUKIN GENETICS INC"	"458738"	1996	65930	2006	65930	1	1996	2006	1
"BUILDING ONE SERVICES CORP"	"120114"	1997	65936	1998	65936	1	1997	1998	
"NANOPHASE TECHNOLOGIES CORP"	"630079"	1995	65937	2006	65937	1	1995	2006	1
"DEPOMED INC"	"249908"	1996	65944	2006	65944	1	1996	2006	1
"EQUALITY BANCORP INC"	"294398"	1997	65945	1999	65945	1	1997	1999	
"MPW INDUSTRIAL SERVICES GRP"	"553444"	1996	65948	2006	65948	1	1996	2006	1
"U S VISION INC"	"90339M"	1995	65949	2001	65949	1	1995	2001	
"INDL ENTERPRISES OF AMERICA"	"456132"	2005	65950	2006	65950	1	2005	2006	
"APEX MORTGAGE CAPITAL INC"	"037564"	1998	65957	2002	65957	1	1998	2002	
"C&F FINANCIAL CORP"	"12466Q"	1999	65958	2006	65958	1	1999	2006	
"IMAGEMAX INC"	"45245V"	1997	65961	2002	65961	1	1997	2002	0
"ALLSTREAM INC -CL B"	"02004C"	1995	65962	2003	65962	1	1995	2003	0
"AMSURG CORP"	"03232P"	1996	65967	2006	65967	1	1996	2006	0
"INTERVEST BANCSHARES CORP"	"460927"	1998	65971	2006	65971	1	1998	2006	0
"MIDWAY AIRLINES CORP"	"598126"	1996	65972	2000	65972	1	1996	2000	
"OMNI ENERGY SERVICES CORP"	"68210T"	1995	65973	2006	65973	1	1995	2006	
"MENTERGY LTD"	"M69466"	1995	65978	2001	65978	1	1995	2001	0
"U S TIMBERLANDS CO  -LP"	"902977"	1995	65979	2002	65979	1	1995	2002	
"FEDERAL TRUST CORP"	"314012"	1999	65980	2006	65980	1	1999	2006	
"RESEARCH IN MOTION LTD"	"760975"	1996	65986	2006	65986	1	1996	2006	1
"USWEB CORP"	"917327"	1996	65988	1999	65988	1	1996	1999	0
"MANHATTAN SCIENTIFICS INC"	"563122"	1999	65991	2005	65991	1	1999	2005	1
"MCY.COM INC"	"582822"	1999	65992	2000	65992	1	1999	2000	0
"WI-FI TV INC"	"96684M"	1999	65995	2002	65995	1	1999	2002	
"ROBERTS REALTY INVESTORS INC"	"769900"	1996	66000	2006	66000	1	1996	2006	
"SKY NETWORK TELEVISION  -ADR"	"83080U"	1995	66001	1998	66001	1	1995	1998	
"WMF GROUP LTD"	"929289"	1996	66003	1999	66003	1	1996	1999	
"FRIENDLY ICE CREAM CORP"	"358497"	1995	66004	2006	66004	2	1995	2006	1
"ASPEN GROUP RESOURCES CORP"	"045297"	1996	66005	2006	66005	1	1996	2006	
"GEORGIA-PACIFIC TIMBER CO"	"373298"	1995	66013	2000	5134	-1			1
"CORN PRODUCTS INTL INC"	"219023"	1995	66016	2006	66016	1	1995	2006	1
"BRILLIANT TECHNOLOGIES CORP"	"109542"	2000	66019	2005	66019	1	2000	2005	
"THERMO VISION CORP"	"883600"	1995	66021	1998	66021	1	1995	1998	1
"ICOS VISION SYSTEMS CORP NV"	"B49233"	1995	66022	2006	66022	1	1995	2006	1
"MDU COMMUNICATIONS INTL INC"	"582828"	2000	66023	2006	66023	1	2000	2006	
"FLEXIINTERNATIONAL SOFTWARE"	"338923"	1995	66026	2003	66026	1	1995	2003	0
"FOCAL INC"	"343909"	1995	66027	2000	66027	1	1995	2000	1
"FOOTBALL EQUITIES INC"	"344869"	1996	66031	2002	66031	1	1996	2002	
"POWER INTEGRATIONS INC"	"739276"	1995	66032	2005	66032	1	1995	2005	1
"SPECTRA-PHYSICS INC"	"847568"	1995	66034	2000	66034	1	1995	2000	1
"SAATCHI&SAATCHI PLC  -ADR"	"785144"	1996	66036	1999	66036	1	1996	1999	
"CONNING CORP"	"208215"	1995	66043	1999	66043	1	1995	1999	0
"GABRIEL TECHNOLOGIES CORP"	"362447"	1997	66046	2006	66046	1	1997	2006	1
"UNIVERSAL COMM SYSTEMS INC"	"913427"	2000	66048	2005	66048	1	2000	2005	
"PENTACON INC"	"709620"	1996	66049	2001	66049	1	1996	2001	1
"HAWK CORP"	"420089"	1996	66050	2006	66050	1	1996	2006	1
"CROSSKEYS SYSTEMS CORP"	"227911"	1995	66053	1999	66053	1	1995	1999	1
"INFORMATION ADVNTGE SOFTWARE"	"45669P"	1995	66056	1998	66056	1	1995	1998	
"TIER TECHNOLOGIES INC"	"88650Q"	1996	66059	2006	66059	1	1996	2006	1
"ANGIOTECH PHARMACEUTICALS"	"034918"	1998	66060	2006	66060	1	1998	2006	1
"DOLLAR THRIFTY AUTOMOTIVE GP"	"256743"	1996	66061	2006	66061	1	1996	2006	
"ISAACS I C & CO INC"	"464192"	1995	66062	2006	66062	1	1995	2006	
"LECG INC"	"501842"	1995	66063	1997	155933	1	1995	1997	
"UNITED RENTALS INC"	"911363"	1998	66065	2006	66065	1	1998	2006	
"MADE2MANAGE SYSTEMS INC"	"556466"	1995	66070	2002	66070	1	1995	2002	1
"PACIFIC NORTH WEST CAP CORP"	"694916"	1999	66072	2005	66072	1	1999	2005	
"PACIFICHEALTH LABORATORIES"	"695113"	1995	66073	2006	66073	1	1995	2006	1
"BIG CITY RADIO INC  -CL A"	"089098"	1995	66077	2002	66077	1	1995	2002	
"FRIEDMN BILLINGS RMSY  -CL A"	"358434"	1995	66085	2006	66085	1	1995	2006	0
"WARWICK CMNTY BANCORP INC"	"936559"	1999	66091	2003	66091	1	1999	2003	
"SOUTHWEST CMNTY BANCORP"	"84479U"	2003	66095	2005	66095	1	2003	2005	
"STATEN ISLAND BANCORP INC"	"857550"	1996	66096	2003	66096	1	1996	2003	0
"VSB BANCORP INC/NY"	"917927"	2004	66098	2005	66098	1	2004	2005	
"Q SEVEN SYSTEMS INC"	"74727Y"	1997	66099	1999	66099	1	1997	1999	
"AMERICAN SOIL TECHNOLOGIES"	"02968P"	1998	66100	2005	66100	1	1998	2005	1
"AGRITOPE INC"	"00855D"	1996	66101	1999	66101	1	1996	1999	1
"UNION COMMUNITY BANCORP"	"906054"	1999	66102	2004	66102	1	1999	2004	
"SURREY INC"	"86888L"	1996	66108	2000	66108	1	1996	2000	1
"CODDLE CREEK FINANCIAL CORP"	"191891"	2001	66109	2002	66109	1	2001	2002	0
"EMERGING COMMUNICATIONS INC"	"29089K"	1995	66111	1997	66111	1	1995	1997	
"JANUS HOTELS & RESORTS INC"	"47102C"	1997	66114	2002	66114	1	1997	2002	
"SPACEDEV INC"	"846241"	2003	66115	2006	66115	1	2003	2006	1
"ACCESS POWER INC"	"00431N"	1998	66119	2001	66119	1	1998	2001	
"ADVANCED OPTICS ELECTRONICS"	"00754V"	1998	66123	2005	66123	1	1998	2005	
"ADVANCED ENGINE TECHNOLOGIES"	"00758C"	1999	66124	2004	66124	1	1999	2004	
"SVC FINANCIAL SERVICES INC"	"78486P"	2001	66136	2005	66136	1	2001	2005	
"AUSTRALIAN OIL & GAS CORP"	"052577"	2000	66139	2006	66139	1	2000	2006	
"NANO WORLD PROJECTS CORP"	"63007P"	1998	66142	1999	66142	1	1998	1999	1
"CNBC BANCORP"	"12612M"	1999	66145	2001	66145	1	1999	2001	
"SAN HOLDINGS INC"	"79781B"	2004	66146	2006	66146	1	2004	2006	
"EASTERN VA BANKSHARES INC"	"277196"	1999	66148	2006	66148	1	1999	2006	
"AMERICAN INTERNATIONAL INDS"	"02686Y"	2001	66149	2005	66149	1	2001	2005	
"GREAT PEE DEE BANCORP INC"	"39115R"	1998	66151	2006	66151	1	1998	2006	
"HAYES CORP"	"420762"	1997	66152	1997	66152	1	1997	1997	1
"NORWOOD FINANCIAL CORP"	"669549"	1997	66155	2006	66155	1	1997	2006	
"TRIMOL GROUP INC"	"896274"	2000	66157	2005	66157	1	2000	2005	0
"OLD LINE BANCSHARES INC"	"67984M"	2003	66161	2006	66161	1	2003	2006	
"3DSHOPPING .COM"	"885793"	1998	66163	2000	66163	1	1998	2000	0
"PACIFIC STATE BANCORP/CA"	"694864"	2003	66164	2006	66164	1	2003	2006	
"EPIXTAR CORP"	"294262"	1999	66171	2004	66171	1	1999	2004	0
"COLLEGE PARTNERSHIP INC"	"194375"	2000	66175	2004	66175	1	2000	2004	
"BANK OF THE NORTHWST PORTLND"	"064206"	1999	66177	2000	66177	1	1999	2000	0
"ECO2 PLASTICS INC"	"27885H"	2000	66183	2006	66183	1	2000	2006	
"COLUMBIA BANCORP/OR"	"197231"	1999	66185	2006	66185	1	1999	2006	
"FIRST LITCHFIELD FINANCIAL"	"320724"	2003	66188	2006	66188	1	2003	2006	
"BEIJING MED-PHARM CORP"	"077255"	2005	66198	2006	66198	1	2005	2006	
"SECURED DIGITAL APPLICATIONS"	"813714"	1999	66199	2005	66199	1	1999	2005	
"NATUREWELL INC"	"63902Q"	2001	66204	2006	66204	1	2001	2006	1
"UCAP INC"	"90347N"	2000	66205	2002	66205	1	2000	2002	
"LCNB CORP"	"50181P"	2001	66210	2006	66210	1	2001	2006	
